"arc_length","N=0","N=1","N=2","N=3","Exact","No Filter"
0.364867,0.244912,0.244918,0.244919,0.244919,0.245047,0.24492
0.366281,0.245884,0.245891,0.245892,0.245892,0.246019,0.245892
0.367696,0.246857,0.246863,0.246864,0.246864,0.246992,0.246865
0.36911,0.247829,0.247836,0.247837,0.247837,0.247964,0.247837
0.370524,0.248802,0.248808,0.248809,0.24881,0.248936,0.24881
0.371938,0.249775,0.249781,0.249782,0.249783,0.249909,0.249783
0.373352,0.250748,0.250754,0.250755,0.250756,0.250882,0.250756
0.374767,0.251721,0.251728,0.251728,0.251729,0.251855,0.251729
0.376181,0.252694,0.252701,0.252701,0.252702,0.252827,0.252702
0.377595,0.253667,0.253674,0.253675,0.253675,0.2538,0.253675
0.379009,0.25464,0.254647,0.254648,0.254648,0.254773,0.254648
0.380423,0.255614,0.25562,0.255621,0.255621,0.255746,0.255621
0.381838,0.256587,0.256593,0.256594,0.256594,0.256719,0.256594
0.383252,0.25756,0.257566,0.257567,0.257567,0.257692,0.257567
0.384666,0.258533,0.258539,0.25854,0.25854,0.258664,0.258541
0.38608,0.259506,0.259512,0.259513,0.259513,0.259637,0.259514
0.387495,0.260479,0.260485,0.260486,0.260486,0.26061,0.260487
0.388909,0.261452,0.261458,0.261459,0.26146,0.261583,0.26146
0.390323,0.262426,0.262432,0.262433,0.262433,0.262556,0.262433
0.391737,0.263399,0.263405,0.263406,0.263407,0.26353,0.263407
0.393151,0.264373,0.264379,0.26438,0.26438,0.264503,0.26438
0.394566,0.265346,0.265353,0.265353,0.265354,0.265476,0.265354
0.39598,0.26632,0.266326,0.266327,0.266327,0.266449,0.266327
0.397394,0.267293,0.2673,0.2673,0.267301,0.267423,0.267301
0.398808,0.268267,0.268273,0.268274,0.268274,0.268396,0.268274
0.400222,0.269241,0.269247,0.269247,0.269248,0.269369,0.269248
0.401637,0.270214,0.27022,0.270221,0.270221,0.270343,0.270221
0.403051,0.271188,0.271194,0.271194,0.271195,0.271316,0.271195
0.404465,0.272161,0.272167,0.272168,0.272168,0.272289,0.272168
0.405879,0.273135,0.273141,0.273142,0.273142,0.273262,0.273142
0.407293,0.274108,0.274114,0.274115,0.274115,0.274236,0.274116
0.408708,0.275082,0.275088,0.275089,0.275089,0.27521,0.27509
0.410122,0.276056,0.276062,0.276063,0.276063,0.276183,0.276063
0.411536,0.27703,0.277036,0.277037,0.277037,0.277157,0.277037
0.41295,0.278004,0.27801,0.278011,0.278011,0.278131,0.278011
0.414365,0.278978,0.278984,0.278985,0.278985,0.279104,0.278985
0.415779,0.279952,0.279958,0.279959,0.279959,0.280078,0.279959
0.417193,0.280926,0.280932,0.280933,0.280933,0.281052,0.280933
0.418607,0.2819,0.281906,0.281907,0.281907,0.282026,0.281907
0.420021,0.282874,0.28288,0.28288,0.282881,0.282999,0.282881
0.421436,0.283848,0.283854,0.283854,0.283855,0.283973,0.283855
0.42285,0.284822,0.284827,0.284828,0.284828,0.284947,0.284829
0.424264,0.285796,0.285801,0.285802,0.285802,0.28592,0.285803
0.425678,0.28677,0.286776,0.286776,0.286777,0.286894,0.286777
0.427092,0.287744,0.28775,0.287751,0.287751,0.287868,0.287751
0.428507,0.288719,0.288724,0.288725,0.288725,0.288843,0.288725
0.429921,0.289693,0.289699,0.289699,0.2897,0.289817,0.2897
0.431335,0.290667,0.290673,0.290674,0.290674,0.290791,0.290674
0.432749,0.291641,0.291647,0.291648,0.291648,0.291765,0.291648
0.434164,0.292616,0.292621,0.292622,0.292622,0.292739,0.292623
0.435578,0.29359,0.293596,0.293596,0.293597,0.293713,0.293597
0.436992,0.294564,0.29457,0.294571,0.294571,0.294687,0.294571
